Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Address,Street Name
14991196,10/04/2009 12:00:00 AM,10/04/2009 12:00:00 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,664 61 STREET,61 STREET
13404733,03/20/2009 12:00:00 AM,03/27/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,519 EAST 235 STREET,EAST 235 STREET
13527183,04/08/2009 12:00:00 AM,04/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,128 TAPSCOTT STREET,TAPSCOTT STREET
14321036,07/04/2009 12:00:00 AM,07/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,1064 WARD AVENUE,WARD AVENUE
15511270,12/15/2009 12:00:00 AM,12/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2179 WASHINGTON AVENUE,WASHINGTON AVENUE
13450589,03/27/2009 12:00:00 AM,03/27/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,214 EAST 203 STREET,EAST 203 STREET
13330970,03/10/2009 12:00:00 AM,03/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,101-09 NORTHERN BOULEVARD,NORTHERN BOULEVARD
13132683,02/09/2009 12:00:00 AM,02/09/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,218-74 HEMPSTEAD AVENUE,HEMPSTEAD AVENUE
14959327,09/29/2009 12:00:00 AM,10/19/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,1319 ST JOHNS PLACE,ST JOHNS PLACE
14342015,07/06/2009 12:00:00 AM,07/09/2009 12:00:00 AM,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk, 85 AVENUE,85 AVENUE
15434705,12/05/2009 12:00:00 AM,12/13/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,227 WAVERLY PLACE,WAVERLY PLACE
15185576,10/30/2009 12:00:00 AM,10/30/2009 12:00:00 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,95-08 101 STREET,101 STREET
13117056,02/06/2009 12:00:00 AM,02/17/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,
13165923,02/13/2009 12:00:00 AM,02/13/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,400 WEST 117 STREET,WEST 117 STREET
15464606,12/09/2009 12:00:00 AM,01/07/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,1714 CROTONA PARK EAST,CROTONA PARK EAST
15100597,10/18/2009 12:00:00 AM,10/27/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2705 MARION AVENUE,MARION AVENUE
14068078,05/29/2009 12:00:00 AM,05/30/2009 12:00:00 AM,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,213-14 UNION TURNPIKE,UNION TURNPIKE
15614553,12/29/2009 12:00:00 AM,01/10/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,39-50 60 STREET,60 STREET
13970769,05/15/2009 12:00:00 AM,,DOT,Department of Transportation,Street Condition,Pothole,,51-11 70 STREET,70 STREET
13239348,02/24/2009 12:00:00 AM,02/23/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
15288060,11/13/2009 12:00:00 AM,11/21/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,1059 UNION STREET,UNION STREET
12909986,01/12/2009 12:00:00 AM,01/13/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,142-20 41 AVENUE,41 AVENUE
14288985,06/29/2009 12:00:00 AM,06/29/2009 12:00:00 AM,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,117 8 STREET,8 STREET
14340720,07/07/2009 12:00:00 AM,07/07/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,514 WEST 136 STREET,WEST 136 STREET
15453383,12/08/2009 12:00:00 AM,12/21/2009 12:00:00 AM,DOF,Refunds and Adjustments,DOF Property - Payment Issue,Unresolved Other Agency Charge,Property Address,1764 EAST 19 STREET,EAST 19 STREET
15252578,11/08/2009 12:00:00 AM,11/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,245 46 STREET,46 STREET
14772000,09/01/2009 12:00:00 AM,09/16/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,67-43 224 STREET,224 STREET
13722262,04/16/2009 12:00:00 AM,07/13/2011 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,,
13414035,03/22/2009 12:00:00 AM,03/23/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,,
13004302,01/23/2009 12:00:00 AM,02/22/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,204 WEST 14 STREET,WEST 14 STREET
13974304,05/17/2009 12:00:00 AM,05/17/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,153-15 89 AVENUE,89 AVENUE
13060388,01/30/2009 12:00:00 AM,02/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,586 UNION STREET,UNION STREET
14326719,07/06/2009 12:00:00 AM,07/14/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,Street,1095 EAST 55 STREET,EAST 55 STREET
15046751,10/12/2009 12:00:00 AM,10/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,9420 FOSTER AVENUE,FOSTER AVENUE
14193592,06/16/2009 12:00:00 AM,06/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,1557 UNION STREET,UNION STREET
15441549,12/07/2009 12:00:00 AM,12/31/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,45-16 82 STREET,82 STREET
13571880,04/15/2009 12:00:00 AM,04/16/2009 12:00:00 AM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,4401 AMBOY ROAD,AMBOY ROAD
13402696,03/20/2009 12:00:00 AM,04/13/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,1185 LINCOLN PLACE,LINCOLN PLACE
13133302,02/09/2009 12:00:00 AM,02/12/2009 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Industrial (AA3)",,349 LENOX AVENUE,LENOX AVENUE
14673990,08/18/2009 12:00:00 AM,08/18/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,2690 MORRIS AVENUE,MORRIS AVENUE
15257944,11/09/2009 12:00:00 AM,11/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,55 TEN EYCK STREET,TEN EYCK STREET
14753243,08/29/2009 12:00:00 AM,09/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,845 UNDERHILL AVENUE,UNDERHILL AVENUE
14819518,09/09/2009 12:00:00 AM,09/11/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,246-58 86 ROAD,86 ROAD
15596991,12/27/2009 12:00:00 AM,01/15/2010 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
14200976,06/17/2009 12:00:00 AM,06/18/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,
14329431,07/06/2009 12:00:00 AM,07/23/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,1654 UNION STREET,UNION STREET
13908328,05/07/2009 12:00:00 AM,05/29/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,
14426734,07/20/2009 12:00:00 AM,08/10/2009 12:00:00 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,,
14875963,09/16/2009 12:00:00 AM,09/20/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,,
14810346,09/07/2009 12:00:00 AM,09/23/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,1025 BOYNTON AVENUE,BOYNTON AVENUE
14623522,08/11/2009 12:00:00 AM,08/20/2009 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,3405 JEROME AVENUE,JEROME AVENUE
15330633,11/19/2009 12:00:00 AM,11/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,760 BRYANT AVENUE,BRYANT AVENUE
13847296,04/30/2009 12:00:00 AM,05/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,140-28 184 STREET,184 STREET
15431040,12/04/2009 12:00:00 AM,12/14/2009 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,243-04 MERRICK BOULEVARD,MERRICK BOULEVARD
14668031,08/19/2009 12:00:00 AM,08/21/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,32-11 38 STREET,38 STREET
15867087,05/07/2009 12:00:00 AM,05/18/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,237 JEFFERSON STREET,JEFFERSON STREET
13442824,03/26/2009 12:00:00 AM,04/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,2416 WEBSTER AVENUE,WEBSTER AVENUE
13939106,05/12/2009 12:00:00 AM,05/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,GAS,RESIDENTIAL BUILDING,1225 SHERIDAN AVENUE,SHERIDAN AVENUE
12979489,01/20/2009 12:00:00 AM,02/19/2009 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,551 WEST 160 STREET,WEST 160 STREET
14170725,06/13/2009 12:00:00 AM,06/26/2009 12:00:00 AM,DOT,Department of Transportation,Broken Parking Meter,Timer Defect - Fast/Fail,Street,,
13268860,03/01/2009 12:00:00 AM,03/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,391 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH
13257360,02/27/2009 12:00:00 AM,02/28/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,,
15196539,10/31/2009 12:00:00 AM,10/31/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,
15845550,10/19/2009 12:00:00 AM,10/20/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,932 EAST 229 STREET,EAST 229 STREET
14976628,10/01/2009 12:00:00 AM,10/01/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,22-33 124 STREET,124 STREET
15046587,10/12/2009 12:00:00 AM,11/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,632 MIDLAND AVENUE,MIDLAND AVENUE
14595559,08/07/2009 12:00:00 AM,08/11/2009 12:00:00 AM,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,198-18 119 AVENUE,119 AVENUE
13536403,04/09/2009 12:00:00 AM,04/14/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Manhole Sunken/Damaged/Raised (SB1),,,
14598631,08/08/2009 12:00:00 AM,08/08/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk, EAST 91 STREET,EAST 91 STREET
14203583,06/17/2009 12:00:00 AM,06/20/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,,
