Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Address,Street Name
15151350,10/25/2009 12:00:00 AM,01/04/2010 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,355 EAST 19 STREET,EAST 19 STREET
15550382,12/20/2009 12:00:00 AM,12/29/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,6310 11 AVENUE,11 AVENUE
12953294,01/17/2009 12:00:00 AM,01/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,241 WEST 51 STREET,WEST 51 STREET
13044475,01/28/2009 12:00:00 AM,01/28/2009 12:00:00 AM,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,417 15 STREET,15 STREET
15124778,10/21/2009 12:00:00 AM,01/08/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,4101 BROADWAY,BROADWAY
13786872,04/24/2009 12:00:00 AM,05/02/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,416 HAWTHORNE STREET,HAWTHORNE STREET
15331079,11/19/2009 12:00:00 AM,11/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,100 ROGERS AVENUE,ROGERS AVENUE
15261971,11/10/2009 12:00:00 AM,11/10/2009 12:00:00 AM,DOT,Department of Transportation,Highway Condition,Dead Animal,Highway,,
13560975,04/14/2009 12:00:00 AM,05/06/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,303 WEST 117 STREET,WEST 117 STREET
14210914,06/18/2009 12:00:00 AM,06/19/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
13527993,04/08/2009 12:00:00 AM,04/10/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,23 JOEL PLACE,JOEL PLACE
13101116,02/05/2009 12:00:00 AM,02/06/2009 12:00:00 AM,DFTA,Department for the Aging,Senior Center Complaint,,Senior Center,59-03 SUMMERFIELD STREET,SUMMERFIELD STREET
13242241,02/23/2009 12:00:00 AM,02/24/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,104-48 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD
15883286,05/12/2009 12:00:00 AM,06/17/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,120-25 HILLSIDE AVENUE,HILLSIDE AVENUE
15567863,12/22/2009 12:00:00 AM,03/16/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,JANITOR-SUPER,RESIDENTIAL BUILDING,22 CATHERINE STREET,CATHERINE STREET
15094379,10/17/2009 12:00:00 AM,10/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2081 CRUGER AVENUE,CRUGER AVENUE
12901532,01/11/2009 12:00:00 AM,01/12/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,31 ORANGE AVENUE,ORANGE AVENUE
14810213,09/07/2009 12:00:00 AM,09/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,1159 PRESIDENT STREET,PRESIDENT STREET
13749767,04/20/2009 12:00:00 AM,05/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,LOCKS,RESIDENTIAL BUILDING,133-01 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE
14913920,09/22/2009 12:00:00 AM,10/07/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,20 CLARKSON AVENUE,CLARKSON AVENUE
14260083,06/25/2009 12:00:00 AM,08/29/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,,
14846467,09/12/2009 12:00:00 AM,09/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,BELL-BUZZER/INTERCOM,RESIDENTIAL BUILDING,827 HALSEY STREET,HALSEY STREET
14619961,08/11/2009 12:00:00 AM,08/21/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,1133 LONGFELLOW AVENUE,LONGFELLOW AVENUE
14406084,07/16/2009 12:00:00 AM,07/27/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,,
15250694,11/08/2009 12:00:00 AM,11/09/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,141 PERRY STREET,PERRY STREET
12868619,01/06/2009 12:00:00 AM,01/07/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,8733 26 AVENUE,26 AVENUE
14227086,06/21/2009 12:00:00 AM,07/13/2011 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Cigarette Sale to Minor,,1850 3 AVENUE,3 AVENUE
12972756,01/20/2009 12:00:00 AM,02/05/2009 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,False Advertising,,,
15088585,10/16/2009 12:00:00 AM,10/21/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,147 VASSAR STREET,VASSAR STREET
13552887,04/13/2009 12:00:00 AM,04/16/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,2727 SURF AVENUE,SURF AVENUE
13298350,03/05/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,970 BOSTON ROAD,BOSTON ROAD
13026524,01/26/2009 12:00:00 AM,01/27/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,139 HOWARD AVENUE,HOWARD AVENUE
14765084,08/31/2009 12:00:00 AM,09/01/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,
13148654,02/11/2009 12:00:00 AM,02/13/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,360 57 STREET,57 STREET
14532894,08/03/2009 12:00:00 AM,08/03/2009 12:00:00 AM,DSNY,BCC - Staten Island,Derelict Vehicles,14 Derelict Vehicles,Street,50 RECTOR STREET,RECTOR STREET
14148365,06/10/2009 12:00:00 AM,06/11/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street, NARROWS AVENUE,NARROWS AVENUE
13455263,03/28/2009 12:00:00 AM,04/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,3200 DECATUR AVENUE,DECATUR AVENUE
15225391,11/03/2009 12:00:00 AM,11/04/2009 12:00:00 AM,DSNY,BCC - Brooklyn South,Sanitation Condition,15R Street Cond/Ref.W Door,Sidewalk,130 KANE STREET,KANE STREET
15469876,12/10/2009 12:00:00 AM,12/10/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,150 EAST 58 STREET,EAST 58 STREET
13812521,04/28/2009 12:00:00 AM,04/29/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,375 5 AVENUE,5 AVENUE
13242801,02/25/2009 12:00:00 AM,03/02/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1694 SELWYN AVENUE,SELWYN AVENUE
13215303,02/21/2009 12:00:00 AM,02/25/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,2265 MORRIS AVENUE,MORRIS AVENUE
13149386,02/11/2009 12:00:00 AM,08/06/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Defective/Missing Curb Piece (SC4),,237 UTICA AVENUE,UTICA AVENUE
14378099,07/13/2009 12:00:00 AM,07/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,741 EAST 102 STREET,EAST 102 STREET
13493950,04/03/2009 12:00:00 AM,04/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,122 CRYSTAL STREET,CRYSTAL STREET
13286771,03/03/2009 12:00:00 AM,03/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,1625 PRESIDENT STREET,PRESIDENT STREET
14323921,07/05/2009 12:00:00 AM,07/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,1049 GLENMORE AVENUE,GLENMORE AVENUE
13799912,04/27/2009 12:00:00 AM,04/27/2009 12:00:00 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,1251 82 STREET,82 STREET
13390112,03/18/2009 12:00:00 AM,03/18/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
12954485,01/17/2009 12:00:00 AM,01/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,335 EAST 105 STREET,EAST 105 STREET
14815997,09/08/2009 12:00:00 AM,09/08/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,1354 57 STREET,57 STREET
13494671,04/03/2009 12:00:00 AM,04/03/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,259-04 147 AVENUE,147 AVENUE
15130713,10/22/2009 12:00:00 AM,10/22/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,504 WEST 134 STREET,WEST 134 STREET
14813382,09/08/2009 12:00:00 AM,09/08/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,102-07 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD
15543478,12/19/2009 12:00:00 AM,12/29/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1416 BROOKLYN AVENUE,BROOKLYN AVENUE
14229450,06/21/2009 12:00:00 AM,06/21/2009 12:00:00 AM,NYPD,New York City Police Department,Disorderly Youth,Playing in Unsuitable Place,Street/Sidewalk,3635 BARNES AVENUE,BARNES AVENUE
13340135,03/11/2009 12:00:00 AM,03/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,54-40 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY
13482231,03/30/2009 12:00:00 AM,03/31/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,
15127406,10/21/2009 12:00:00 AM,10/21/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,248-15 RUSHMORE AVENUE,RUSHMORE AVENUE
15447472,12/07/2009 12:00:00 AM,12/16/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,293 GRAND AVENUE,GRAND AVENUE
14737854,08/27/2009 12:00:00 AM,09/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,37-25 81 STREET,81 STREET
13533290,04/09/2009 12:00:00 AM,04/13/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,142 EAST 55 STREET,EAST 55 STREET
13963541,05/16/2009 12:00:00 AM,05/16/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,652 WEST 189 STREET,WEST 189 STREET
13249030,02/26/2009 12:00:00 AM,02/26/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,861 EAST 220 STREET,EAST 220 STREET
13133562,02/09/2009 12:00:00 AM,03/11/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,126-10 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD
14599691,08/08/2009 12:00:00 AM,08/08/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,3204 FARRAGUT ROAD,FARRAGUT ROAD
15180907,10/30/2009 12:00:00 AM,11/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,32-64 44 STREET,44 STREET
14286788,06/29/2009 12:00:00 AM,06/30/2009 12:00:00 AM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1 Missed Collection,Sidewalk,2168 82 STREET,82 STREET
13867833,05/04/2009 12:00:00 AM,05/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,579 WARREN STREET,WARREN STREET
14864497,09/15/2009 12:00:00 AM,09/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,BELL-BUZZER/INTERCOM,RESIDENTIAL BUILDING,40 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD
13059899,01/30/2009 12:00:00 AM,02/02/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1535 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE
14007808,05/21/2009 12:00:00 AM,05/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,1142 42 STREET,42 STREET
14632380,08/12/2009 12:00:00 AM,08/12/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,161-44 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY
12918343,01/13/2009 12:00:00 AM,01/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,6301 24 AVENUE,24 AVENUE
13511227,04/06/2009 12:00:00 AM,04/07/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,,
13524389,04/08/2009 12:00:00 AM,04/09/2009 12:00:00 AM,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,221-11 MURDOCK AVENUE,MURDOCK AVENUE
14842413,09/11/2009 12:00:00 AM,09/11/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
15331280,11/19/2009 12:00:00 AM,11/25/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,1817 PUTNAM AVENUE,PUTNAM AVENUE
12996547,01/22/2009 12:00:00 AM,02/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,61 BUCHANAN PLACE,BUCHANAN PLACE
14349384,07/08/2009 12:00:00 AM,07/08/2009 12:00:00 AM,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,45-34 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD
13548279,04/12/2009 12:00:00 AM,04/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1107 BOYNTON AVENUE,BOYNTON AVENUE
13393918,03/17/2009 12:00:00 AM,03/18/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,191-05 MC LAUGHLIN AVENUE,MC LAUGHLIN AVENUE
12876843,01/08/2009 12:00:00 AM,01/12/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,146 BEACH 59 STREET,BEACH 59 STREET
12869511,01/07/2009 12:00:00 AM,01/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,325 EAST 89 STREET,EAST 89 STREET
15231220,11/05/2009 12:00:00 AM,02/16/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,96-08 57 AVENUE,57 AVENUE
13097136,02/04/2009 12:00:00 AM,02/13/2009 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,1268 STRATFORD AVENUE,STRATFORD AVENUE
13834529,04/30/2009 12:00:00 AM,05/16/2009 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,False Advertising,,747 COLUMBUS AVENUE,COLUMBUS AVENUE
14095037,06/01/2009 12:00:00 AM,06/02/2009 12:00:00 AM,DSNY,A - Staten Island,Other Enforcement,E6 Commercial Waste Disposal,Sidewalk,678 NEW DORP LANE,NEW DORP LANE
14002043,05/19/2009 12:00:00 AM,05/21/2009 12:00:00 AM,DSNY,A - Brooklyn,Dirty Conditions,"E4 18"" Law",Street,1780 FLATBUSH AVENUE,FLATBUSH AVENUE
14263178,06/25/2009 12:00:00 AM,06/25/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,
13017858,01/25/2009 12:00:00 AM,02/25/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,2913 FOSTER AVENUE,FOSTER AVENUE
13426463,03/24/2009 12:00:00 AM,04/13/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,2109 BELMONT AVENUE,BELMONT AVENUE
15057742,10/13/2009 12:00:00 AM,10/14/2009 12:00:00 AM,DOB,Department of Buildings,BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),,36-31 PRINCE STREET,PRINCE STREET
14486219,07/28/2009 12:00:00 AM,07/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FIRE-ESCAPE,RESIDENTIAL BUILDING,1338 STERLING PLACE,STERLING PLACE
13005130,01/23/2009 12:00:00 AM,02/23/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,3018 HEATH AVENUE,HEATH AVENUE
15851293,05/18/2009 12:00:00 AM,05/18/2009 12:00:00 AM,DOB,Department of Buildings,Scaffold Safety,Suspended (Hanging) Scaffolds - No Pmt/Lic/Dangerous/Accident,,254 PARK AVENUE SOUTH,PARK AVENUE SOUTH
14936163,09/25/2009 12:00:00 AM,09/28/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,111-10 130 STREET,130 STREET
12835147,01/02/2009 12:00:00 AM,01/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,401 CHURCH AVENUE,CHURCH AVENUE
12951394,01/17/2009 12:00:00 AM,01/20/2009 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,,
14067503,05/28/2009 12:00:00 AM,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,2918 FARRAGUT ROAD,FARRAGUT ROAD
13936260,05/12/2009 12:00:00 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,343 MONTREAL AVENUE,MONTREAL AVENUE
14007619,05/21/2009 12:00:00 AM,06/11/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,1107 LENOX ROAD,LENOX ROAD
15052375,10/13/2009 12:00:00 AM,10/14/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,1960 CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY
13056099,01/29/2009 12:00:00 AM,02/02/2009 12:00:00 AM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,
15257752,11/09/2009 12:00:00 AM,01/30/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,103-14 168 PLACE,168 PLACE
13266138,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,
14945304,09/27/2009 12:00:00 AM,10/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,250 CROWN STREET,CROWN STREET
13458209,03/29/2009 12:00:00 AM,04/01/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Vehicle Complaint,Street,,
13945155,05/14/2009 12:00:00 AM,05/14/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,221 EAST 58 STREET,EAST 58 STREET
13525784,04/08/2009 12:00:00 AM,04/16/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE
14968330,09/30/2009 12:00:00 AM,09/30/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,216 ROSE AVENUE,ROSE AVENUE
15166679,10/27/2009 12:00:00 AM,11/17/2009 12:00:00 AM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,342 MILL ROAD,MILL ROAD
15497302,12/13/2009 12:00:00 AM,12/14/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,771 AUTUMN AVENUE,AUTUMN AVENUE
13308714,03/06/2009 12:00:00 AM,03/10/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
15341972,11/20/2009 12:00:00 AM,11/20/2009 12:00:00 AM,DSNY,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,60-23 60 PLACE,60 PLACE
15296573,11/13/2009 12:00:00 AM,11/17/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,1620 EAST 96 STREET,EAST 96 STREET
15195430,10/31/2009 12:00:00 AM,11/23/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,235 VERMONT STREET,VERMONT STREET
12926033,01/14/2009 12:00:00 AM,01/15/2009 12:00:00 AM,DSNY,BCC - Manhattan,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,173 1 AVENUE,1 AVENUE
13930653,05/11/2009 12:00:00 AM,05/12/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MAIL-BOX,RESIDENTIAL BUILDING,853 LAFAYETTE AVENUE,LAFAYETTE AVENUE
14926892,09/24/2009 12:00:00 AM,09/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,1355 FINDLAY AVENUE,FINDLAY AVENUE
14084030,06/01/2009 12:00:00 AM,05/29/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
