Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Address,Street Name
13304519,03/06/2009 12:00:00 AM,03/10/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,240 EAST 27 STREET,EAST 27 STREET
13274747,03/02/2009 12:00:00 AM,03/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,34 HILLSIDE AVENUE,HILLSIDE AVENUE
13110951,02/06/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Government Building - Foreign,760 UNITED NATIONS PLAZA,UNITED NATIONS PLAZA
12936272,01/15/2009 12:00:00 AM,01/21/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,205 SEA BREEZE AVENUE,SEA BREEZE AVENUE
15368218,11/25/2009 12:00:00 AM,11/25/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,1980 UNION PORT ROAD,UNION PORT ROAD
13112519,02/06/2009 12:00:00 AM,02/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,121 CLARKE PLACE EAST,CLARKE PLACE EAST
15065584,10/14/2009 12:00:00 AM,10/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,156 EAST 91 STREET,EAST 91 STREET
12895678,01/10/2009 12:00:00 AM,01/12/2009 12:00:00 AM,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,119 PULASKI STREET,PULASKI STREET
14850755,09/13/2009 12:00:00 AM,12/12/2009 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,,
13123596,02/07/2009 12:00:00 AM,02/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,395 OCEAN AVENUE,OCEAN AVENUE
12951074,01/16/2009 12:00:00 AM,01/20/2009 12:00:00 AM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,
15583887,12/24/2009 12:00:00 AM,12/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,220 WEST 133 STREET,WEST 133 STREET
14894513,09/19/2009 12:00:00 AM,09/24/2009 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Open Fire, Commercial (AC2)",,2611 EAST 13 STREET,EAST 13 STREET
13218321,02/21/2009 12:00:00 AM,02/21/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,85-12 252 STREET,252 STREET
14532647,08/03/2009 12:00:00 AM,08/26/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,220 91 STREET,91 STREET
13426223,03/24/2009 12:00:00 AM,03/27/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,750 CLEVELAND STREET,CLEVELAND STREET
15043507,10/11/2009 12:00:00 AM,10/12/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,1743 UNION STREET,UNION STREET
15086642,10/16/2009 12:00:00 AM,10/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,950 ST MARKS AVENUE,ST MARKS AVENUE
15569476,12/21/2009 12:00:00 AM,01/19/2010 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,1706 DEAN STREET,DEAN STREET
13983684,05/18/2009 12:00:00 AM,05/20/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,
14020422,05/23/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,2025 NOSTRAND AVENUE,NOSTRAND AVENUE
14922254,09/23/2009 12:00:00 AM,09/29/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,,
13114780,02/06/2009 12:00:00 AM,02/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2181 BARNES AVENUE,BARNES AVENUE
14523959,08/02/2009 12:00:00 AM,08/02/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,2409 CRESTON AVENUE,CRESTON AVENUE
13297924,03/05/2009 12:00:00 AM,04/05/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,,
13568971,04/15/2009 12:00:00 AM,05/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,459 MORRIS PARK AVENUE,MORRIS PARK AVENUE
13284091,03/03/2009 12:00:00 AM,03/05/2009 12:00:00 AM,DSNY,A - Queens,Snow,E9 Snow / Icy Sidewalk,Sidewalk,137-15 132 AVENUE,132 AVENUE
12859716,01/06/2009 12:00:00 AM,01/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,550 EAST 21 STREET,EAST 21 STREET
14824657,09/09/2009 12:00:00 AM,11/24/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",,828 9 AVENUE,9 AVENUE
12953657,01/17/2009 12:00:00 AM,01/26/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,3613 QUENTIN ROAD,QUENTIN ROAD
13394430,03/19/2009 12:00:00 AM,03/22/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1630 GRAND AVENUE,GRAND AVENUE
13948712,05/13/2009 12:00:00 AM,05/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,215 MONROE STREET,MONROE STREET
13733865,04/17/2009 12:00:00 AM,04/17/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,,
13831445,04/29/2009 12:00:00 AM,05/05/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,769 5 AVENUE,5 AVENUE
13843952,05/01/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Cafeteria - Public School,19-04 49 STREET,49 STREET
14711561,08/24/2009 12:00:00 AM,12/09/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,522 MINIEFORD AVENUE,MINIEFORD AVENUE
12974726,01/20/2009 12:00:00 AM,01/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,3220 NETHERLAND AVENUE,NETHERLAND AVENUE
13736954,04/18/2009 12:00:00 AM,04/18/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,,
15163341,10/27/2009 12:00:00 AM,10/27/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Vehicle Complaint,Street,,
14758187,08/30/2009 12:00:00 AM,09/08/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",,,
14891668,09/19/2009 12:00:00 AM,09/28/2009 12:00:00 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,,
14083133,06/01/2009 12:00:00 AM,08/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,238 WEST 122 STREET,WEST 122 STREET
13434953,03/25/2009 12:00:00 AM,03/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2100 WESTBURY COURT,WESTBURY COURT
13363071,03/14/2009 12:00:00 AM,03/16/2009 12:00:00 AM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,950 DUMONT AVENUE,DUMONT AVENUE
13978339,05/18/2009 12:00:00 AM,06/11/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Lifting Sidewalk,Street,3301 FENTON AVENUE,FENTON AVENUE
12931924,01/15/2009 12:00:00 AM,01/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,40 RICHMAN PLAZA,RICHMAN PLAZA
12912422,01/13/2009 12:00:00 AM,01/22/2009 12:00:00 AM,DOT,Department of Transportation,Broken Parking Meter,Timer Defect - Fast/Fail,Street,,
14462875,07/24/2009 12:00:00 AM,07/27/2009 12:00:00 AM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,448 HERZL STREET,HERZL STREET
14601905,08/08/2009 12:00:00 AM,08/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,13-10 CENTRAL AVENUE,CENTRAL AVENUE
15234939,11/05/2009 12:00:00 AM,11/07/2009 12:00:00 AM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1 Missed Collection,Sidewalk,2428 EAST 18 STREET,EAST 18 STREET
13058716,01/30/2009 12:00:00 AM,01/31/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk, ST ANNS AVENUE,ST ANNS AVENUE
15152604,10/26/2009 12:00:00 AM,10/27/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,4025 LOWERRE PLACE,LOWERRE PLACE
14682703,08/19/2009 12:00:00 AM,08/19/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,1331 JEFFERSON AVENUE,JEFFERSON AVENUE
15512562,12/15/2009 12:00:00 AM,01/04/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,22 EAST 129 STREET,EAST 129 STREET
13180602,02/16/2009 12:00:00 AM,02/18/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,,
13393919,03/17/2009 12:00:00 AM,03/18/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,1634 MADISON STREET,MADISON STREET
12963603,01/18/2009 12:00:00 AM,03/02/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,15 CROOKE AVENUE,CROOKE AVENUE
13825859,04/29/2009 12:00:00 AM,06/11/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,1848 MAYFLOWER AVENUE,MAYFLOWER AVENUE
15185214,10/29/2009 12:00:00 AM,10/29/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
14379358,07/13/2009 12:00:00 AM,07/13/2009 12:00:00 AM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,,
13160888,02/13/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,Building (Non-Residential),3466 FULTON STREET,FULTON STREET
15852518,01/27/2009 12:00:00 AM,01/28/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,55 WATER STREET,WATER STREET
15206172,11/02/2009 12:00:00 AM,01/07/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,104-20 QUEENS BOULEVARD,QUEENS BOULEVARD
15575540,12/23/2009 12:00:00 AM,01/15/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,1775 DAVIDSON AVENUE,DAVIDSON AVENUE
12852941,01/05/2009 12:00:00 AM,01/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,327 EAST 92 STREET,EAST 92 STREET
13427939,03/24/2009 12:00:00 AM,03/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,77 LINDEN BOULEVARD,LINDEN BOULEVARD
12909530,01/12/2009 12:00:00 AM,01/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10 HILLSIDE AVENUE,HILLSIDE AVENUE
13558305,04/14/2009 12:00:00 AM,04/14/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,,
15882320,10/01/2009 12:00:00 AM,12/08/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,138-70 ELDER AVENUE,ELDER AVENUE
14531724,08/03/2009 12:00:00 AM,08/03/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,
14958719,09/29/2009 12:00:00 AM,10/19/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,525 EAST 21 STREET,EAST 21 STREET
14291077,06/30/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,40-33 69 STREET,69 STREET
14486742,07/28/2009 12:00:00 AM,07/31/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,128 PARK PLACE,PARK PLACE
14136550,06/08/2009 12:00:00 AM,06/24/2009 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,2060 MERCY COLLEGE PLACE,MERCY COLLEGE PLACE
15324878,11/18/2009 12:00:00 AM,01/21/2010 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,440 LEXINGTON AVENUE,LEXINGTON AVENUE
15000716,10/05/2009 12:00:00 AM,12/04/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,32-19 150 STREET,150 STREET
14928268,09/24/2009 12:00:00 AM,10/13/2009 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,3071 FULTON STREET,FULTON STREET
13912076,05/08/2009 12:00:00 AM,05/08/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,,
14040069,05/26/2009 12:00:00 AM,05/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,91 RIVERDALE AVENUE,RIVERDALE AVENUE
15125970,10/21/2009 12:00:00 AM,10/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,2766 WEST 15 STREET,WEST 15 STREET
13499302,04/04/2009 12:00:00 AM,04/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2837 WEST 19 STREET,WEST 19 STREET
14606634,08/09/2009 12:00:00 AM,08/09/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,1015 EAST 108 STREET,EAST 108 STREET
13780078,04/23/2009 12:00:00 AM,04/23/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,163-27 83 STREET,83 STREET
14465817,07/25/2009 12:00:00 AM,07/25/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,,
14688835,08/20/2009 12:00:00 AM,09/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,103 GREENPOINT AVENUE,GREENPOINT AVENUE
14855847,09/14/2009 12:00:00 AM,10/26/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,243 BAINBRIDGE STREET,BAINBRIDGE STREET
14672112,08/18/2009 12:00:00 AM,08/18/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,
15182037,10/29/2009 12:00:00 AM,11/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,1690 CLAY AVENUE,CLAY AVENUE
15338329,11/20/2009 12:00:00 AM,11/25/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,1164 CROMWELL AVENUE,CROMWELL AVENUE
14437664,07/21/2009 12:00:00 AM,07/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,869 HOPKINSON AVENUE,HOPKINSON AVENUE
14179111,06/14/2009 12:00:00 AM,06/17/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,143 AVENUE O,AVENUE O
14502901,07/30/2009 12:00:00 AM,08/28/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,83 MIDLAND ROAD,MIDLAND ROAD
