Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Address,Street Name
14648399,08/15/2009 12:00:00 AM,08/15/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,
13181746,02/17/2009 12:00:00 AM,02/20/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,,
15456237,12/08/2009 12:00:00 AM,12/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,104-17 111 STREET,111 STREET
15164682,10/27/2009 12:00:00 AM,11/01/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,86-50 208 STREET,208 STREET
12845267,01/04/2009 12:00:00 AM,01/07/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,307 EAST TREMONT AVENUE,EAST TREMONT AVENUE
13420625,03/23/2009 12:00:00 AM,03/26/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
15541858,12/19/2009 12:00:00 AM,12/19/2009 12:00:00 AM,NYPD,New York City Police Department,Vending,In Prohibited Area,Street/Sidewalk,99 PRINCE STREET,PRINCE STREET
14619195,08/11/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,375 PEARL STREET,PEARL STREET
13475627,03/31/2009 12:00:00 AM,04/01/2009 12:00:00 AM,DSNY,BCC - Bronx,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,,
13072616,02/01/2009 12:00:00 AM,02/02/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2913 FOSTER AVENUE,FOSTER AVENUE
15028522,10/08/2009 12:00:00 AM,10/08/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
13433639,03/25/2009 12:00:00 AM,03/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,SHOWER-STALL,RESIDENTIAL BUILDING,1911 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD
13996899,05/20/2009 12:00:00 AM,06/11/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,384 DEGRAW STREET,DEGRAW STREET
15380924,11/27/2009 12:00:00 AM,01/22/2010 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,30 EAST 81 STREET,EAST 81 STREET
13125528,02/08/2009 12:00:00 AM,02/25/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,750 OCEAN AVENUE,OCEAN AVENUE
13971053,05/16/2009 12:00:00 AM,06/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,536 WEST 143 STREET,WEST 143 STREET
14822648,09/09/2009 12:00:00 AM,10/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,138-40 233 STREET,233 STREET
14339051,07/07/2009 12:00:00 AM,07/07/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,
13981796,05/18/2009 12:00:00 AM,06/11/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,4683 PARK AVENUE,PARK AVENUE
15551522,12/20/2009 12:00:00 AM,12/26/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2017 ALBEMARLE ROAD,ALBEMARLE ROAD
14389435,07/13/2009 12:00:00 AM,07/13/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,130 BLEECKER STREET,BLEECKER STREET
13250842,02/26/2009 12:00:00 AM,03/03/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2263 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD
13140595,02/10/2009 12:00:00 AM,02/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,690 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE
14819609,09/09/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Construction Site,125 BAY 29 STREET,BAY 29 STREET
12968504,01/19/2009 12:00:00 AM,01/26/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,208 EAST 38 STREET,EAST 38 STREET
13238983,02/24/2009 12:00:00 AM,03/11/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Manhole Sunken/Damaged/Raised (SB1),,,
15545394,12/19/2009 12:00:00 AM,12/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,270 NAGLE AVENUE,NAGLE AVENUE
14958227,09/29/2009 12:00:00 AM,10/04/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,230 EAST 26 STREET,EAST 26 STREET
13175888,02/15/2009 12:00:00 AM,02/17/2009 12:00:00 AM,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,,
13189508,02/18/2009 12:00:00 AM,02/18/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,23-16 35 STREET,35 STREET
14698886,08/21/2009 12:00:00 AM,08/21/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,894 KENT AVENUE,KENT AVENUE
14343456,07/08/2009 12:00:00 AM,07/08/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,65 JESUP PLACE,JESUP PLACE
14004641,05/22/2009 12:00:00 AM,05/22/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,,
15395447,11/30/2009 12:00:00 AM,12/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,72-36 112 STREET,112 STREET
14448392,07/22/2009 12:00:00 AM,08/04/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,1914 BLEECKER STREET,BLEECKER STREET
15323781,11/18/2009 12:00:00 AM,11/21/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1189 SHERIDAN AVENUE,SHERIDAN AVENUE
14355837,07/09/2009 12:00:00 AM,07/09/2009 12:00:00 AM,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,Street, 76 AVENUE,76 AVENUE
14974658,10/01/2009 12:00:00 AM,10/04/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,624 WEST 139 STREET,WEST 139 STREET
13748729,04/20/2009 12:00:00 AM,05/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,3349 DECATUR AVENUE,DECATUR AVENUE
13185918,02/17/2009 12:00:00 AM,02/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,17 GRANT AVENUE,GRANT AVENUE
14664518,08/17/2009 12:00:00 AM,08/21/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,115-55 158 STREET,158 STREET
14741161,08/27/2009 12:00:00 AM,09/14/2009 12:00:00 AM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,140-70 ASH AVENUE,ASH AVENUE
13806571,04/27/2009 12:00:00 AM,04/27/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,102-15 89 STREET,89 STREET
12846023,01/04/2009 12:00:00 AM,01/05/2009 12:00:00 AM,DSNY,BCC - Manhattan,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,331 EAST 89 STREET,EAST 89 STREET
14209512,06/18/2009 12:00:00 AM,07/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,201 LEXINGTON AVENUE,LEXINGTON AVENUE
15505042,12/14/2009 12:00:00 AM,12/14/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,,
13406811,03/21/2009 12:00:00 AM,03/22/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,103 WEST 23 STREET,WEST 23 STREET
13233966,02/24/2009 12:00:00 AM,03/06/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,348 EMPIRE BOULEVARD,EMPIRE BOULEVARD
13440460,03/26/2009 12:00:00 AM,04/11/2009 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Non-Delivery Goods/Services,,8912 CHURCH AVENUE,CHURCH AVENUE
15139569,10/23/2009 12:00:00 AM,11/17/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,28-45 35 STREET,35 STREET
15613284,12/29/2009 12:00:00 AM,01/06/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1495 BUSHWICK AVENUE,BUSHWICK AVENUE
13440830,03/26/2009 12:00:00 AM,03/28/2009 12:00:00 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,,
14363786,07/10/2009 12:00:00 AM,07/13/2009 12:00:00 AM,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,693 FLATBUSH AVENUE,FLATBUSH AVENUE
13133913,02/09/2009 12:00:00 AM,02/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,4133 BROADWAY,BROADWAY
14560824,08/05/2009 12:00:00 AM,08/05/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,,
15147769,10/24/2009 12:00:00 AM,09/20/2010 12:00:00 AM,DOB,Department of Buildings,Investigations and Discipline (IAD),Electrical - Unlicensed/Illegal/Improper Work In Progress,,222 EAST 23 STREET,EAST 23 STREET
15195896,10/31/2009 12:00:00 AM,11/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,440 CLEVELAND STREET,CLEVELAND STREET
15246609,11/07/2009 12:00:00 AM,11/13/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1808 ADEE AVENUE,ADEE AVENUE
14904360,09/21/2009 12:00:00 AM,09/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,55 LINDEN BOULEVARD,LINDEN BOULEVARD
12953596,01/17/2009 12:00:00 AM,01/25/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,656 WEST 204 STREET,WEST 204 STREET
14772897,09/01/2009 12:00:00 AM,08/25/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
13321852,03/09/2009 12:00:00 AM,03/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,2050 8 AVENUE,8 AVENUE
14701547,08/22/2009 12:00:00 AM,08/22/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,409 MILFORD STREET,MILFORD STREET
15466269,12/09/2009 12:00:00 AM,12/09/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,
14627669,08/12/2009 12:00:00 AM,09/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,104-35 120 STREET,120 STREET
15111704,10/19/2009 12:00:00 AM,10/19/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,,
15308406,11/16/2009 12:00:00 AM,11/23/2009 12:00:00 AM,DOB,Department of Buildings,Investigations and Discipline (IAD),Plumbing Work - Unlicensed/Illegal/Improper Work In Progress,,45 EMERSON AVENUE,EMERSON AVENUE
13155626,02/12/2009 12:00:00 AM,02/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,12 DONGAN PLACE,DONGAN PLACE
14912753,09/22/2009 12:00:00 AM,10/21/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,769 BRYANT AVENUE,BRYANT AVENUE
14201885,06/17/2009 12:00:00 AM,06/23/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,1808 2 AVENUE,2 AVENUE
14325652,07/06/2009 12:00:00 AM,07/07/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,
14193092,06/16/2009 12:00:00 AM,07/06/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,127 WEST 170 STREET,WEST 170 STREET
13957723,05/14/2009 12:00:00 AM,05/20/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,75-35 31 AVENUE,31 AVENUE
14887581,09/18/2009 12:00:00 AM,09/23/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,84 GEORGE STREET,GEORGE STREET
13040197,01/28/2009 12:00:00 AM,02/13/2009 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,82-18 ROOSEVELT AVENUE,ROOSEVELT AVENUE
15204244,11/02/2009 12:00:00 AM,11/16/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street, WILLIAMSON AVENUE,WILLIAMSON AVENUE
13390943,03/18/2009 12:00:00 AM,03/24/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,, WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD
12935682,01/15/2009 12:00:00 AM,02/03/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,2708 CORTELYOU ROAD,CORTELYOU ROAD
13723234,04/16/2009 12:00:00 AM,05/07/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,3660 WALDO AVENUE,WALDO AVENUE
13044972,01/28/2009 12:00:00 AM,02/03/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,191 DOVER GREEN,DOVER GREEN
14536237,08/04/2009 12:00:00 AM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,1215 EAST GUN HILL ROAD,EAST GUN HILL ROAD
13723571,04/16/2009 12:00:00 AM,04/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1501 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE
15036363,10/09/2009 12:00:00 AM,10/09/2009 12:00:00 AM,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,99 VANDALIA AVENUE,VANDALIA AVENUE
15347241,11/23/2009 12:00:00 AM,11/23/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,32-08 38 STREET,38 STREET
15401980,12/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,1370 53 STREET,53 STREET
14897589,09/20/2009 12:00:00 AM,09/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,3505 FOSTER AVENUE,FOSTER AVENUE
14974082,10/01/2009 12:00:00 AM,10/23/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,4524 BARNES AVENUE,BARNES AVENUE
14757160,08/30/2009 12:00:00 AM,09/02/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,2052 MAPES AVENUE,MAPES AVENUE
14168720,06/12/2009 12:00:00 AM,06/12/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,
13322676,03/09/2009 12:00:00 AM,03/25/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,2175 RYER AVENUE,RYER AVENUE
13417537,03/23/2009 12:00:00 AM,03/31/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,584 BUSHWICK AVENUE,BUSHWICK AVENUE
13187865,02/17/2009 12:00:00 AM,02/26/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,,
13777251,04/23/2009 12:00:00 AM,04/26/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,281 BROOK AVENUE,BROOK AVENUE
13893785,05/06/2009 12:00:00 AM,05/07/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,109-43 LIVERPOOL STREET,LIVERPOOL STREET
15007719,10/06/2009 12:00:00 AM,10/29/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,2175 RYER AVENUE,RYER AVENUE
14470961,07/26/2009 12:00:00 AM,07/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,771 EAST 185 STREET,EAST 185 STREET
13271481,03/02/2009 12:00:00 AM,03/02/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,30 WEST 174 STREET,WEST 174 STREET
15015099,10/07/2009 12:00:00 AM,11/03/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,207-01 116 AVENUE,116 AVENUE
15223169,11/02/2009 12:00:00 AM,11/04/2009 12:00:00 AM,DSNY,A - Queens,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,47-53 43 STREET,43 STREET
13267496,03/01/2009 12:00:00 AM,03/04/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,609 WEST 151 STREET,WEST 151 STREET
15232173,11/05/2009 12:00:00 AM,12/03/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,351 WEST 42 STREET,WEST 42 STREET
14687413,08/20/2009 12:00:00 AM,08/20/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,2024 BLACKROCK AVENUE,BLACKROCK AVENUE
15014170,10/07/2009 12:00:00 AM,10/08/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,456 97 STREET,97 STREET
13765010,04/22/2009 12:00:00 AM,05/07/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,290 16 STREET,16 STREET
14270206,06/26/2009 12:00:00 AM,06/27/2009 12:00:00 AM,DSNY,BCC - Queens West,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,35-18 31 STREET,31 STREET
14104673,06/04/2009 12:00:00 AM,06/04/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,657 WEST 161 STREET,WEST 161 STREET
13117972,02/06/2009 12:00:00 AM,02/06/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,110-53 68 AVENUE,68 AVENUE
15519733,12/16/2009 12:00:00 AM,12/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1535 TAYLOR AVENUE,TAYLOR AVENUE
14915503,09/22/2009 12:00:00 AM,09/25/2009 12:00:00 AM,DSNY,BCC - Queens West,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street, 33 ROAD,33 ROAD
14460058,07/24/2009 12:00:00 AM,08/12/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,400 WEST 128 STREET,WEST 128 STREET
15118398,10/20/2009 12:00:00 AM,11/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,554 EAST 149 STREET,EAST 149 STREET
13314993,03/07/2009 12:00:00 AM,03/09/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,237-10 93 AVENUE,93 AVENUE
13268725,03/01/2009 12:00:00 AM,03/06/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2557 MARION AVENUE,MARION AVENUE
13987801,05/20/2009 12:00:00 AM,05/20/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,143 FROST STREET,FROST STREET
15030781,10/09/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,,
15554581,12/21/2009 12:00:00 AM,12/22/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,602 ONDERDONK AVENUE,ONDERDONK AVENUE
14402290,07/17/2009 12:00:00 AM,07/17/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,,
15205032,11/02/2009 12:00:00 AM,01/04/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,69-51 ALMEDA AVENUE,ALMEDA AVENUE
14630775,08/12/2009 12:00:00 AM,08/20/2009 12:00:00 AM,DSNY,A - Staten Island,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,150 LORRAINE LOOP,LORRAINE LOOP
13930250,05/11/2009 12:00:00 AM,05/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,112-25 167 STREET,167 STREET
14319833,07/05/2009 12:00:00 AM,07/10/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,73-07 260 STREET,260 STREET
14403352,07/16/2009 12:00:00 AM,07/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,2426 UNIVERSITY AVENUE,UNIVERSITY AVENUE
12997856,01/22/2009 12:00:00 AM,01/23/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,21-62 36 STREET,36 STREET
15234241,11/05/2009 12:00:00 AM,02/02/2010 12:00:00 AM,DOB,Department of Buildings,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,,647 EAST 229 STREET,EAST 229 STREET
14975147,10/01/2009 12:00:00 AM,10/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,25 HILL STREET,HILL STREET
15473081,12/10/2009 12:00:00 AM,01/22/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,163 HARMAN STREET,HARMAN STREET
12996220,01/21/2009 12:00:00 AM,01/22/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,3028 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE
12834719,01/02/2009 12:00:00 AM,01/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,497 EAST 156 STREET,EAST 156 STREET
14831906,09/10/2009 12:00:00 AM,09/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,4396 FURMAN AVENUE,FURMAN AVENUE
12843459,01/04/2009 12:00:00 AM,02/17/2009 12:00:00 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,,
14318143,07/03/2009 12:00:00 AM,10/30/2009 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,1333 51 STREET,51 STREET
