Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Address,Street Name
13806862,04/24/2009 12:00:00 AM,04/28/2009 12:00:00 AM,DSNY,BCC - Staten Island,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,487 KLONDIKE AVENUE,KLONDIKE AVENUE
15106518,10/19/2009 12:00:00 AM,11/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,391 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE
13757467,04/21/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,137 WEST 137 STREET,WEST 137 STREET
14161831,06/11/2009 12:00:00 AM,06/12/2009 12:00:00 AM,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,2032 SAINT PAUL AVENUE,SAINT PAUL AVENUE
14203220,06/17/2009 12:00:00 AM,09/15/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
13881505,05/04/2009 12:00:00 AM,05/04/2009 12:00:00 AM,DSNY,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,100-08 87 AVENUE,87 AVENUE
14805801,09/06/2009 12:00:00 AM,09/07/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,
15077551,10/15/2009 12:00:00 AM,10/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,7022 RIDGE BOULEVARD,RIDGE BOULEVARD
15594014,12/27/2009 12:00:00 AM,12/29/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Cave-in,Street,,
15136407,10/22/2009 12:00:00 AM,10/22/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,,
15426022,12/04/2009 12:00:00 AM,12/04/2009 12:00:00 AM,NYPD,New York City Police Department,Vending,In Prohibited Area,Street/Sidewalk, 3 AVENUE,3 AVENUE
14145638,06/08/2009 12:00:00 AM,10/08/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,26-44 95 STREET,95 STREET
13939343,05/12/2009 12:00:00 AM,05/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,479 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE
13906587,05/07/2009 12:00:00 AM,05/08/2009 12:00:00 AM,DSNY,Queens East 12,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,145-21 LIBERTY AVENUE,LIBERTY AVENUE
12905178,01/12/2009 12:00:00 AM,04/27/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,378 SOUTH 4 STREET,SOUTH 4 STREET
13344004,03/12/2009 12:00:00 AM,03/12/2009 12:00:00 AM,NYPD,New York City Police Department,Vending,In Prohibited Area,Store/Commercial,152 EAST 116 STREET,EAST 116 STREET
14673825,08/18/2009 12:00:00 AM,08/18/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),, WEST  163 STREET,WEST  163 STREET
14450241,07/23/2009 12:00:00 AM,10/05/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,67-53 ALDERTON STREET,ALDERTON STREET
13201866,02/19/2009 12:00:00 AM,02/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,690 EAST 182 STREET,EAST 182 STREET
14682360,08/19/2009 12:00:00 AM,08/19/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,
14725551,08/25/2009 12:00:00 AM,08/28/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,51 ROSS STREET,ROSS STREET
15085330,10/16/2009 12:00:00 AM,10/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,9230 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY
13528231,04/08/2009 12:00:00 AM,04/14/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,"Noise: Air Condition/Ventilation Equip, Commercial (NJ2)",,113-09 QUEENS BOULEVARD,QUEENS BOULEVARD
15602604,12/28/2009 12:00:00 AM,12/29/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,75-40 METROPOLITAN AVENUE,METROPOLITAN AVENUE
14064190,05/29/2009 12:00:00 AM,06/04/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,239 EAST 115 STREET,EAST 115 STREET
14795610,09/04/2009 12:00:00 AM,09/12/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,106-62 RUSCOE STREET,RUSCOE STREET
15396878,11/30/2009 12:00:00 AM,12/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,545 BERGEN STREET,BERGEN STREET
15077869,10/15/2009 12:00:00 AM,10/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,318 LENOX AVENUE,LENOX AVENUE
12987222,01/21/2009 12:00:00 AM,01/22/2009 12:00:00 AM,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,3239 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE
13953571,05/14/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,155 WEST 83 STREET,WEST 83 STREET
13740059,04/17/2009 12:00:00 AM,04/20/2009 12:00:00 AM,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,190 MONITOR STREET,MONITOR STREET
14006262,05/21/2009 12:00:00 AM,05/21/2009 12:00:00 AM,NYPD,New York City Police Department,Disorderly Youth,Playing in Unsuitable Place,Street/Sidewalk,,
13725963,04/16/2009 12:00:00 AM,04/16/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,6919 4 AVENUE,4 AVENUE
13826942,04/28/2009 12:00:00 AM,04/28/2009 12:00:00 AM,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,2155 BROWN STREET,BROWN STREET
15393850,11/30/2009 12:00:00 AM,12/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,RUBBISH,RESIDENTIAL BUILDING,1143 SUTTER AVENUE,SUTTER AVENUE
14783350,09/02/2009 12:00:00 AM,09/04/2009 12:00:00 AM,DSNY,BCC - Staten Island,Sanitation Condition,12 Dead Animals,Sidewalk,,
14851771,09/14/2009 12:00:00 AM,09/15/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,82 WEST 3 STREET,WEST 3 STREET
14929334,09/23/2009 12:00:00 AM,09/24/2009 12:00:00 AM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,
15048343,10/12/2009 12:00:00 AM,10/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1204A 77 STREET,77 STREET
13133518,02/09/2009 12:00:00 AM,04/20/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,65 WATER STREET,WATER STREET
14913634,09/22/2009 12:00:00 AM,09/24/2009 12:00:00 AM,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,179 GUERNSEY STREET,GUERNSEY STREET
14329993,07/03/2009 12:00:00 AM,07/06/2009 12:00:00 AM,DSNY,Queens East 12,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,107-25 WALTHAM STREET,WALTHAM STREET
13036177,01/27/2009 12:00:00 AM,02/03/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2490 TIEBOUT AVENUE,TIEBOUT AVENUE
13059131,01/30/2009 12:00:00 AM,02/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,LOCKS,RESIDENTIAL BUILDING,2851 VALENTINE AVENUE,VALENTINE AVENUE
14835871,09/11/2009 12:00:00 AM,09/17/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,,
15580349,12/23/2009 12:00:00 AM,12/23/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,,
15087393,10/16/2009 12:00:00 AM,10/26/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,101 ST MARKS PLACE,ST MARKS PLACE
13545917,04/11/2009 12:00:00 AM,04/13/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
14363641,07/10/2009 12:00:00 AM,07/14/2009 12:00:00 AM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,1681 77 STREET,77 STREET
15116570,10/20/2009 12:00:00 AM,10/27/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,222 EAST 202 STREET,EAST 202 STREET
12874012,01/08/2009 12:00:00 AM,01/08/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,2121 BELMONT AVENUE,BELMONT AVENUE
13992364,05/19/2009 12:00:00 AM,06/02/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,561 WEST 144 STREET,WEST 144 STREET
13493602,04/03/2009 12:00:00 AM,04/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,2124 CROTONA AVENUE,CROTONA AVENUE
13804787,04/27/2009 12:00:00 AM,05/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,1781 RIVERSIDE DRIVE,RIVERSIDE DRIVE
15435725,12/05/2009 12:00:00 AM,12/09/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,196 7 AVENUE,7 AVENUE
14396842,07/15/2009 12:00:00 AM,07/15/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
14850109,09/13/2009 12:00:00 AM,09/29/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,1479 CROMWELL AVENUE,CROMWELL AVENUE
13931271,05/11/2009 12:00:00 AM,05/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,151 REMSEN AVENUE,REMSEN AVENUE
13058901,01/30/2009 12:00:00 AM,01/31/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,159 EAST HOUSTON STREET,EAST HOUSTON STREET
15474087,12/10/2009 12:00:00 AM,12/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,130 GLEN STREET,GLEN STREET
13284212,03/01/2009 12:00:00 AM,03/06/2009 12:00:00 AM,DSNY,A - Bronx,Dirty Conditions,"E4 18"" Law",Street,4505 PARK AVENUE,PARK AVENUE
14886861,09/18/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,1237 WEBSTER AVENUE,WEBSTER AVENUE
13103374,02/05/2009 12:00:00 AM,02/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,4416 WILDER AVENUE,WILDER AVENUE
14965001,09/30/2009 12:00:00 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,2102 58 STREET,58 STREET
14601431,08/07/2009 12:00:00 AM,09/21/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,, HYLAN BOULEVARD,HYLAN BOULEVARD
13771212,04/22/2009 12:00:00 AM,04/26/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,
15017798,10/07/2009 12:00:00 AM,10/11/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,853 LAFAYETTE AVENUE,LAFAYETTE AVENUE
13110526,02/06/2009 12:00:00 AM,02/06/2009 12:00:00 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,1376 EAST 102 STREET,EAST 102 STREET
14402512,07/16/2009 12:00:00 AM,07/16/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk, TAYLOR AVENUE,TAYLOR AVENUE
13326367,03/09/2009 12:00:00 AM,03/09/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,77-05 QUEENS BOULEVARD,QUEENS BOULEVARD
15278436,11/12/2009 12:00:00 AM,11/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,2055 CRESTON AVENUE,CRESTON AVENUE
15460513,12/09/2009 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),55 WEST 76 STREET,WEST 76 STREET
14806045,09/06/2009 12:00:00 AM,09/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,225 PARKSIDE AVENUE,PARKSIDE AVENUE
13767169,04/22/2009 12:00:00 AM,05/08/2009 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,14 WEST 45 STREET,WEST 45 STREET
14463785,07/25/2009 12:00:00 AM,07/25/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,
14548304,08/05/2009 12:00:00 AM,08/05/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
15239972,11/06/2009 12:00:00 AM,11/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,1796 GRAND CONCOURSE,GRAND CONCOURSE
13155759,02/12/2009 12:00:00 AM,02/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,415 68 STREET,68 STREET
15535382,12/18/2009 12:00:00 AM,12/18/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,34-38 38 STREET,38 STREET
14689212,08/20/2009 12:00:00 AM,08/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,1038 FAILE STREET,FAILE STREET
14070936,05/30/2009 12:00:00 AM,05/31/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,,
14383831,07/14/2009 12:00:00 AM,07/14/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,,
14622285,08/11/2009 12:00:00 AM,08/14/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,,
15207897,11/02/2009 12:00:00 AM,11/05/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,1244 EAST 91 STREET,EAST 91 STREET
14241880,06/23/2009 12:00:00 AM,06/23/2009 12:00:00 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10-24 116 STREET,116 STREET
15060739,10/14/2009 12:00:00 AM,10/15/2009 12:00:00 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,,
14528618,08/03/2009 12:00:00 AM,08/06/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,354 WEST 56 STREET,WEST 56 STREET
15408145,12/01/2009 12:00:00 AM,12/04/2009 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Commercial (AA2)",,69-61 JUNIPER BLVD SOUTH,JUNIPER BLVD SOUTH
15404760,12/01/2009 12:00:00 AM,02/01/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,514 TINTON AVENUE,TINTON AVENUE
14048704,05/27/2009 12:00:00 AM,06/01/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,802 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE
13009849,01/24/2009 12:00:00 AM,01/24/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,21-58 36 STREET,36 STREET
14609480,08/10/2009 12:00:00 AM,08/26/2009 12:00:00 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,428 EAST 14 STREET,EAST 14 STREET
14747151,08/28/2009 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,80-08 135 STREET,135 STREET
15482814,12/11/2009 12:00:00 AM,12/16/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,630 PUGSLEY AVENUE,PUGSLEY AVENUE
14294909,06/30/2009 12:00:00 AM,07/07/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CERAMIC-TILE,RESIDENTIAL BUILDING,161 UTICA AVENUE,UTICA AVENUE
15545714,12/19/2009 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,3425 KINGSBRIDGE AVENUE,KINGSBRIDGE AVENUE
14110074,06/04/2009 12:00:00 AM,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,30-76 33 STREET,33 STREET
14634916,08/14/2009 12:00:00 AM,08/14/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - House of Worship,Banging/Pounding,House of Worship,32-56 110 STREET,110 STREET
15255734,11/09/2009 12:00:00 AM,12/28/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,,
13066688,01/31/2009 12:00:00 AM,02/03/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,169 WASHINGTON PARK,WASHINGTON PARK
14362640,07/10/2009 12:00:00 AM,07/14/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,2676 GRAND CONCOURSE,GRAND CONCOURSE
15569224,12/22/2009 12:00:00 AM,01/26/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,964 EAST 167 STREET,EAST 167 STREET
13737967,04/18/2009 12:00:00 AM,04/22/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,594 RIVERSIDE DRIVE,RIVERSIDE DRIVE
14740630,08/27/2009 12:00:00 AM,08/31/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,,
14502824,07/29/2009 12:00:00 AM,07/30/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Pothole,, BAINBRIDGE STREET,BAINBRIDGE STREET
13519872,04/06/2009 12:00:00 AM,05/11/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,2067 HERING AVENUE,HERING AVENUE
13731687,04/17/2009 12:00:00 AM,04/19/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,201 CROWN STREET,CROWN STREET
13497978,04/05/2009 12:00:00 AM,04/05/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,1347 2 AVENUE,2 AVENUE
14212642,06/18/2009 12:00:00 AM,06/22/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,7 BERGEN STREET,BERGEN STREET
12911705,01/13/2009 12:00:00 AM,01/22/2009 12:00:00 AM,DOE,Central - Department of Education,DOE Complaint or Compliment,Student/Parent Rights,School,980 MACE AVENUE,MACE AVENUE
15199171,11/01/2009 12:00:00 AM,11/06/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,205 EAST 78 STREET,EAST 78 STREET
15857742,10/29/2009 12:00:00 AM,11/12/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,661 BROOKLYN AVENUE,BROOKLYN AVENUE
14749341,08/28/2009 12:00:00 AM,09/03/2009 12:00:00 AM,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,,46-35 157 STREET,157 STREET
13115774,02/06/2009 12:00:00 AM,02/19/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,68-12 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD
14503586,07/30/2009 12:00:00 AM,07/30/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,346 MANHATTAN AVENUE,MANHATTAN AVENUE
15078401,10/15/2009 12:00:00 AM,10/25/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,169 ALLEN STREET,ALLEN STREET
13074088,02/02/2009 12:00:00 AM,02/04/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,,
13867577,05/04/2009 12:00:00 AM,05/12/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,3155 BROADWAY,BROADWAY
13847501,04/30/2009 12:00:00 AM,05/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,138 WEST 109 STREET,WEST 109 STREET
14874039,09/16/2009 12:00:00 AM,09/24/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,250 WEST 132 STREET,WEST 132 STREET
15358550,11/23/2009 12:00:00 AM,11/20/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
14455070,07/23/2009 12:00:00 AM,10/06/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,83-24 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD
14073099,05/30/2009 12:00:00 AM,06/10/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,,
15157756,10/26/2009 12:00:00 AM,10/31/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,167 ADELPHI STREET,ADELPHI STREET
13824046,04/29/2009 12:00:00 AM,05/15/2009 12:00:00 AM,DOT,Department of Transportation,Street Sign - Dangling,St Name - Attached to Pole,Street,,
15478129,12/10/2009 12:00:00 AM,12/10/2009 12:00:00 AM,DSNY,BCC - Bronx,Derelict Vehicles,14 Derelict Vehicles,Street,,
15092816,10/18/2009 12:00:00 AM,10/18/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,55 4 AVENUE,4 AVENUE
14543937,08/05/2009 12:00:00 AM,08/05/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk, EAST 96 STREET,EAST 96 STREET
14714589,08/24/2009 12:00:00 AM,08/28/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,947 ST MARKS AVENUE,ST MARKS AVENUE
14527282,08/03/2009 12:00:00 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,244 WEST 137 STREET,WEST 137 STREET
15541319,12/18/2009 12:00:00 AM,12/19/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,
14717844,08/24/2009 12:00:00 AM,08/24/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,,
