Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Address,Street Name
14093861,06/02/2009 12:00:00 AM,06/03/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),,234 BEACH 126 STREET,BEACH 126 STREET
13013653,01/24/2009 12:00:00 AM,01/25/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,101-41 125 STREET,125 STREET
13188366,02/17/2009 12:00:00 AM,02/17/2009 12:00:00 AM,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,Street, ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD
14057445,05/28/2009 12:00:00 AM,06/01/2009 12:00:00 AM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,
13054939,01/29/2009 12:00:00 AM,01/29/2009 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,122 SENECA STREET,SENECA STREET
13914003,05/08/2009 12:00:00 AM,05/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,1151 ELDER AVENUE,ELDER AVENUE
15256370,11/09/2009 12:00:00 AM,12/10/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,3472 KNOX PLACE,KNOX PLACE
13958315,05/14/2009 12:00:00 AM,05/18/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Detector Sensor,,,
13473794,04/01/2009 12:00:00 AM,04/01/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
13949961,05/13/2009 12:00:00 AM,05/15/2009 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,808 COLUMBUS AVENUE,COLUMBUS AVENUE
14867817,09/15/2009 12:00:00 AM,09/15/2009 12:00:00 AM,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,Street,249-11 147 ROAD,147 ROAD
14243552,06/23/2009 12:00:00 AM,06/23/2009 12:00:00 AM,NYPD,New York City Police Department,Homeless Encampment,,Street/Sidewalk,,
15241387,11/07/2009 12:00:00 AM,11/19/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,34 HILLSIDE AVENUE,HILLSIDE AVENUE
15148631,10/25/2009 12:00:00 AM,11/17/2009 12:00:00 AM,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,1305 AVENUE R,AVENUE R
14119974,06/07/2009 12:00:00 AM,06/07/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,208 MCDOUGAL STREET,MCDOUGAL STREET
13061997,01/30/2009 12:00:00 AM,03/10/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,125-01 101 AVENUE,101 AVENUE
13052199,01/29/2009 12:00:00 AM,02/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,139-55 35 AVENUE,35 AVENUE
14573592,03/31/2009 12:00:00 AM,04/02/2009 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,901 ANDERSON AVENUE,ANDERSON AVENUE
13027612,01/26/2009 12:00:00 AM,01/27/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,,
14927483,09/24/2009 12:00:00 AM,09/27/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,1149 SUTTER AVENUE,SUTTER AVENUE
13192688,02/18/2009 12:00:00 AM,02/21/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,1050 ANDERSON AVENUE,ANDERSON AVENUE
13963575,05/15/2009 12:00:00 AM,05/15/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,1336 PURDY STREET,PURDY STREET
14619431,08/11/2009 12:00:00 AM,08/17/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,149 EAST 118 STREET,EAST 118 STREET
14056105,05/28/2009 12:00:00 AM,06/02/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,4585 PARK AVENUE,PARK AVENUE
15042969,10/11/2009 12:00:00 AM,10/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,359 OVINGTON AVENUE,OVINGTON AVENUE
13313306,03/08/2009 12:00:00 AM,03/08/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk, EAST 31 STREET,EAST 31 STREET
15535653,12/18/2009 12:00:00 AM,02/02/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,JANITOR-SUPER,RESIDENTIAL BUILDING,382 WADSWORTH AVENUE,WADSWORTH AVENUE
14961179,09/29/2009 12:00:00 AM,09/29/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Base Door,,,
14834836,09/10/2009 12:00:00 AM,09/14/2009 12:00:00 AM,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",,,
14082378,06/01/2009 12:00:00 AM,06/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,RUBBISH,RESIDENTIAL BUILDING,32-79 30 STREET,30 STREET
14212534,06/18/2009 12:00:00 AM,06/22/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,,
13953728,05/14/2009 12:00:00 AM,06/02/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,1849 80 STREET,80 STREET
15540065,12/18/2009 12:00:00 AM,02/01/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,189 MENAHAN STREET,MENAHAN STREET
13828124,04/29/2009 12:00:00 AM,05/14/2009 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,22-30 MOTT AVENUE,MOTT AVENUE
14220113,06/19/2009 12:00:00 AM,06/19/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
14876210,09/16/2009 12:00:00 AM,09/21/2009 12:00:00 AM,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,129 85 STREET,85 STREET
14192588,06/15/2009 12:00:00 AM,,DOT,Department of Transportation,Street Condition,Wear & Tear,,188-48 DORMANS ROAD,DORMANS ROAD
13840035,04/30/2009 12:00:00 AM,05/23/2009 12:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,,
15126475,10/21/2009 12:00:00 AM,12/10/2009 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,405 RIDER AVENUE,RIDER AVENUE
15851570,05/19/2009 12:00:00 AM,08/19/2009 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,131 CHRISTOPHER STREET,CHRISTOPHER STREET
14500621,07/30/2009 12:00:00 AM,08/04/2009 12:00:00 AM,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,225 60 STREET,60 STREET
13499554,04/04/2009 12:00:00 AM,04/08/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,233 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE
14246110,06/23/2009 12:00:00 AM,06/23/2009 12:00:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,
13241927,02/25/2009 12:00:00 AM,04/01/2009 12:00:00 AM,DOE,Central - Department of Education,Discipline and Suspension,Suspension Process,School,355 37 STREET,37 STREET
15018258,10/07/2009 12:00:00 AM,11/17/2009 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,203 HARRISON PLACE,HARRISON PLACE
15473118,12/10/2009 12:00:00 AM,12/18/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,67-25 DARTMOUTH STREET,DARTMOUTH STREET
13470721,03/31/2009 12:00:00 AM,03/31/2009 12:00:00 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,1952 1 AVENUE,1 AVENUE
13515066,04/07/2009 12:00:00 AM,04/11/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,4841 BROADWAY,BROADWAY
14099244,06/03/2009 12:00:00 AM,06/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,2016 REGENT PLACE,REGENT PLACE
15541910,12/19/2009 12:00:00 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,70-55 SYBILLA STREET,SYBILLA STREET
15184216,10/29/2009 12:00:00 AM,12/03/2009 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,269 PROSPECT PLACE,PROSPECT PLACE
13188886,02/17/2009 12:00:00 AM,02/17/2009 12:00:00 AM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,13 ROCKAWAY AVENUE,ROCKAWAY AVENUE
15226661,11/04/2009 12:00:00 AM,11/05/2009 12:00:00 AM,DSNY,BCC - Staten Island,Sanitation Condition,12 Dead Animals,Sidewalk,,
13780984,04/23/2009 12:00:00 AM,04/23/2009 12:00:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,,
13832998,04/30/2009 12:00:00 AM,05/01/2009 12:00:00 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,,
13247414,02/25/2009 12:00:00 AM,02/25/2009 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,
15338660,11/20/2009 12:00:00 AM,11/25/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,1164 CROMWELL AVENUE,CROMWELL AVENUE
15232464,11/05/2009 12:00:00 AM,11/16/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,RUBBISH,RESIDENTIAL BUILDING,41 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE
15083974,10/16/2009 12:00:00 AM,02/02/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS-RANGE,RESIDENTIAL BUILDING,1935 BERGEN STREET,BERGEN STREET
13074674,02/02/2009 12:00:00 AM,02/02/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,3210 FENTON AVENUE,FENTON AVENUE
13042397,01/28/2009 12:00:00 AM,01/31/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,90-38 170 STREET,170 STREET
15089210,10/16/2009 12:00:00 AM,07/14/2010 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,872 DEKALB AVENUE,DEKALB AVENUE
15037392,10/10/2009 12:00:00 AM,11/24/2009 12:00:00 AM,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,396 WATCHOGUE ROAD,WATCHOGUE ROAD
14227197,06/21/2009 12:00:00 AM,06/21/2009 12:00:00 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,,
15242240,11/06/2009 12:00:00 AM,11/12/2009 12:00:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,,
12947643,01/16/2009 12:00:00 AM,02/07/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,949 METROPOLITAN AVENUE,METROPOLITAN AVENUE
13177716,02/16/2009 12:00:00 AM,03/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,1309 LINCOLN PLACE,LINCOLN PLACE
15282399,11/12/2009 12:00:00 AM,11/12/2009 12:00:00 AM,DSNY,Queens East 12,Derelict Vehicles,14 Derelict Vehicles,Street,139-17 JAMAICA AVENUE,JAMAICA AVENUE
13163035,02/13/2009 12:00:00 AM,02/15/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,2676 GRAND CONCOURSE,GRAND CONCOURSE
15524585,12/17/2009 12:00:00 AM,12/17/2009 12:00:00 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,74-05 DITMARS BOULEVARD,DITMARS BOULEVARD
15056238,10/13/2009 12:00:00 AM,01/28/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,GAS,RESIDENTIAL BUILDING,57-67 XENIA STREET,XENIA STREET
13378948,03/17/2009 12:00:00 AM,05/05/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,57-31 108 STREET,108 STREET
14163830,06/12/2009 12:00:00 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,Street,265 CAMBRIDGE AVENUE,CAMBRIDGE AVENUE
13452749,03/28/2009 12:00:00 AM,04/09/2009 12:00:00 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,,
14747315,08/28/2009 12:00:00 AM,09/16/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,2911 BARNES AVENUE,BARNES AVENUE
14679814,08/19/2009 12:00:00 AM,09/21/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,3091 WEBSTER AVENUE,WEBSTER AVENUE
13783144,04/24/2009 12:00:00 AM,04/24/2009 12:00:00 AM,DOT,Department of Transportation,Highway Condition,Litter,Highway,,
14651227,08/15/2009 12:00:00 AM,08/21/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,1221 SHERIDAN AVENUE,SHERIDAN AVENUE
13382937,03/17/2009 12:00:00 AM,04/22/2009 12:00:00 AM,DSNY,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,Lot,,
14184187,06/15/2009 12:00:00 AM,06/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,1976 NOSTRAND AVENUE,NOSTRAND AVENUE
15340116,11/20/2009 12:00:00 AM,11/21/2009 12:00:00 AM,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,1855 PUTNAM AVENUE,PUTNAM AVENUE
13128362,02/09/2009 12:00:00 AM,03/12/2009 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,Other (Explain Below),1122 FRANKLIN AVENUE,FRANKLIN AVENUE
12924133,01/14/2009 12:00:00 AM,01/20/2009 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,467 40 STREET,40 STREET
13483978,04/02/2009 12:00:00 AM,04/07/2009 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Other (Explain Below),,
